AOP_ID,KE_ID
AOP:1,KE:89
AOP:1,KE:115
AOP:1,KE:245
AOP:1,KE:471
AOP:1,KE:474
AOP:1,KE:860
AOP:1,KE:54
AOP:1,KE:291
AOP:1,KE:10106
AOP:1,KE:258
AOP:1,KE:472
AOP:1,KE:345
AOP:2,KE:1879
AOP:2,KE:1194
AOP:2,KE:177
AOP:2,KE:1115
AOP:2,KE:1392
AOP:2,KE:1825
AOP:2,KE:149
AOP:2,KE:1097
AOP:2,KE:759
AOP:3,
AOP:3,
AOP:3,
AOP:3,
AOP:3,
AOP:3,
AOP:3,
AOP:3,
AOP:100,
AOP:100,
AOP:100,
AOP:100,
AOP:100,
AOP:100,
AOP:100,
AOP:100,
AOP:100,
AOP:100,
AOP:100,
AOP:100,
AOP:100,
