WPID,gene_id,edge_id
WP2880,7049,27300
WP2361,7153,29963
WP195,9261,27301
WP4747,6401,29962
WP4747,54538,29961
WP4747,3635,29960
WP5124,27035,15326
WP5115,3579,17989
WP2848,6469,30967
WP5426,1820,15325
WP4746,6469,30966
WP5283,64066,15324
WP2509,7248,30969
WP5283,4326,15323
WP4746,7248,30968
WP5115,106557449,17985
WP2876,1576,30963
WP5426,4627,15329
WP5115,6372,17986
WP1992,2697,30962
WP5124,3710,15328
WP5115,4283,17987
WP5146,1437,30965
WP5426,50943,15327
WP5115,3577,17988
WP2848,3562,30964
WP5115,100092605,17992
WP5115,100101928,17993
WP5115,1974,17994
WP5115,100152159,17995
WP5433,8773,15333
WP4746,53919,30949
WP5283,5584,15332
WP4746,6194,30948
WP5426,5460,15331
WP5115,100520726,17990
WP5124,4311,15330
WP5115,1958,17991
WP2456,5468,27315
WP4721,4056,29978
WP2572,1514,27316
WP5194,84002,29977
WP2572,1759,27313
WP4721,246,29976
WP2572,5335,27314
WP4240,9700,29975
WP2572,51196,27319
WP2572,7094,27317
WP3298,1545,27318
WP2361,6286,29979
WP4721,2687,29970
WP2876,10499,30950
WP3298,1565,27311
WP4698,23135,29974
WP2572,182,27312
WP696,10327,29973
WP4721,4048,29972
WP3298,23411,27310
WP4721,239,29971
WP5366,3984,15337
WP4746,4851,30956
WP5366,11336,15336
WP2509,9140,30955
WP5366,10640,15335
WP4746,2308,30958
WP5366,5442,15334
WP3959,472,30957
WP5115,770521,17996
WP4746,7157,30952
WP5115,84985,17997
WP2881,1543,30951
WP5366,8766,15339
WP5115,100081862,17998
WP2509,64422,30954
WP5175,5019,15338
WP5115,2934,17999
WP4746,57521,30953
WP5434,474578,6708
WP5434,2033,6707
WP5434,2034,6709
WP5434,419416,6700
WP5434,404306,6702
WP5434,1855,6701
WP5434,100156226,6704
WP5434,1956,6703
WP5434,418000,6706
WP5434,100684945,6705
WP5434,490937,6720
WP5434,100090775,6719
WP5434,8321,6718
WP5434,396697,6711
WP5434,100081040,6710
WP5434,2100,6713
WP5434,403639,6712
WP5434,477295,6715
WP5434,100082288,6714
WP5434,482294,6717
WP5434,2308,6716
WP4963,5565,39494
WP4871,5605,39493
WP4963,5562,39496
WP4871,5894,39495
WP5211,3939,39498
WP4963,5111,39497
WP5434,490901,6731
WP5434,103166871,6730
WP4963,27165,39499
WP4871,5290,39490
WP4963,1017,39492
WP4963,51426,39491
WP5434,100522824,6729
WP5434,100080214,6722
WP5434,2535,6721
WP5434,489809,6724
WP5434,100625784,6723
WP5434,100516888,6726
WP5434,8326,6725
WP5434,2737,6728
WP5434,483244,6727
WP4963,900,39483
WP4963,5564,39482
WP4963,4688,39485
WP4963,53632,39484
WP5434,10681,6740
WP4963,356,39487
WP4963,6513,39486
WP5434,100126852,6742
WP4963,8795,39489
WP5434,100092089,6741
WP4963,317,39488
WP4871,4790,39481
WP4963,6347,39480
WP5434,100075665,6733
WP5434,10672,6732
WP5434,478227,6735
WP5434,100144419,6734
WP5434,100081114,6737
WP5434,2770,6736
WP5434,608623,6739
WP5434,100157949,6738
WP5434,488437,6751
WP5434,397285,6750
WP5434,490882,6753
WP5434,3685,6752
WP5434,2932,6744
WP5434,478575,6743
WP5434,100156170,6746
WP5434,100093591,6745
WP5434,3066,6748
WP5434,475035,6747
WP5434,100085661,6749
WP5434,609429,6760
WP5434,719444,6762
WP2359,5413,4100
WP5434,3725,6761
WP4352,92104,4101
WP5434,100078975,6764
WP411,3275,4102
WP5434,354,6763
WP5434,776138,6755
WP5434,612707,6754
WP5434,484185,6757
WP5434,3714,6756
WP5434,397201,6759
WP5434,3717,6758
WP5434,719119,6771
WP5434,102158881,6770
WP4352,55081,4110
WP5434,4854,6773
WP4352,149371,4111
WP5434,610439,6772
WP4352,60412,4112
WP5434,419175,6775
WP4352,27183,4113
WP5434,100152497,6774
WP3930,128178,4103
WP5434,4312,6766
WP4352,80199,4104
WP5434,489428,6765
WP4352,54903,4105
WP5434,475684,6768
WP4352,8100,4106
WP5434,574068,6767
WP4352,10640,4107
WP4352,55763,4108
WP5434,8648,6769
WP4352,51098,4109
WP5434,488167,6780
WP5434,103169305,6782
WP4352,27152,4120
WP5434,5337,6781
WP4352,1345,4121
WP5434,479473,6784
WP4352,11336,4122
WP5434,414900,6783
WP4352,9742,4123
WP5434,100079107,6786
WP4352,80184,4124
WP5434,5338,6785
WP4352,7020,4114
WP5434,5335,6777
WP4352,26160,4115
WP5434,485874,6776
WP4352,10128,4116
WP5434,100519446,6779
WP4352,54536,4117
WP5434,100083157,6778
WP4352,4236,4118
WP4352,55764,4119
WP5434,100074181,6791
WP5434,5579,6790
WP4352,50813,4130
WP5434,100081456,6793
WP4352,51138,4131
WP5434,100522792,6792
WP4352,8533,4132
WP5434,490548,6795
WP4352,64708,4133
WP5434,100519155,6794
WP4352,203286,4134
WP5434,100083537,6797
WP4352,9318,4135
WP5434,10928,6796
WP4875,23191,4125
WP5434,5578,6788
WP399,5460,4126
WP5434,490904,6787
WP399,5584,4127
WP363,6925,4128
WP5434,489968,6789
WP399,4800,4129
WP363,6656,4140
WP4352,51646,4141
WP4352,57610,4142
WP399,2103,4143
WP4352,5048,4144
WP4352,55388,4145
WP4352,10726,4146
WP4352,79598,4136
WP5434,476915,6799
WP4352,10920,4137
WP5434,100151828,6798
WP4352,10432,4138
WP4352,10987,4139
WP2359,118424,4150
WP4352,26286,4151
WP399,124900587,4152
WP399,124900587,4153
WP399,124900587,4154
WP2359,347688,4155
WP399,5048,4156
WP399,5524,4157
WP4352,4637,4147
WP4352,84515,4148
WP399,27022,4149
WP4352,4704,4161
WP4352,10939,4162
WP4352,7328,4163
WP2359,25897,4164
WP2359,51465,4165
WP2359,7317,4166
WP2359,7326,4167
WP2359,7327,4168
WP4352,4698,4160
WP411,58155,4158
WP399,79923,4159
WP3941,9530,4172
WP411,5496,4173
WP411,6732,4174
WP2355,1393,27409
WP411,9584,4175
WP4352,23011,4176
WP2828,369,15421
WP4352,2077,4177
WP2828,2261,15420
WP4352,5866,4178
WP411,124904135,4179
WP2880,10560,27403
WP2880,10602,27404
WP2572,64423,27401
WP2355,10411,27402
WP2880,11214,27407
WP2880,121512,27408
WP4352,10083,4170
WP2880,10769,27405
WP4352,55245,4171
WP2880,11057,27406
WP2572,23607,27400
WP2359,7332,4169
WP2828,1869,15425
WP2828,11186,15424
WP2828,1950,15423
WP2828,3845,15422
WP2447,4842,15429
WP2447,4741,15428
WP2828,4312,15427
WP2447,2890,15426
WP411,124904135,4183
WP411,124904135,4184
WP411,124904135,4185
WP411,124904135,4186
WP411,124904135,4187
WP2447,6647,15432
WP411,124904135,4188
WP2828,5925,15431
WP411,124904135,4189
WP2447,5868,15430
WP2880,1907,27414
WP2880,221079,27415
WP2355,1589,27412
WP2355,1889,27413
WP2880,27063,27418
WP411,124904135,4180
WP2880,29103,27419
WP411,124904135,4181
WP2880,221393,27416
WP411,124904135,4182
WP2355,2355,27417
WP2880,153218,27410
WP2355,1584,27411
WP2828,1613,15436
WP2828,1612,15435
WP2828,7380,15434
WP2828,673,15433
WP2447,79139,15439
WP2447,57679,15438
WP2447,5630,15437
WP4352,140609,4194
WP363,53944,4195
WP2359,7278,4196
WP698,54575,4197
WP698,54600,4198
WP2846,3949,4199
WP411,124904135,4190
WP411,124904135,4191
WP411,124904135,4192
WP4352,10051,4193
WP2447,842,15409
WP2447,836,15408
WP2447,7132,15403
WP2447,7124,15402
WP2828,7057,15401
WP2868,6774,15400
WP2447,834,15407
WP2828,7422,15406
WP2828,7157,15405
WP2447,7157,15404
WP2447,847,15410
WP2447,4747,15419
WP2447,6506,15414
WP2447,10452,15413
WP2828,999,15412
WP2828,9252,15411
WP2447,4744,15418
WP2447,2876,15417
WP2828,2064,15416
WP2828,1890,15415
WP4871,4318,39472
WP4871,5594,39471
WP4963,7249,39474
WP4871,5595,39473
WP4871,208,39476
WP4963,898,39475
WP4871,5294,39478
WP4963,27113,39477
WP4018,2023,27489
WP4963,581,39470
WP4877,5606,27483
WP4877,6416,27484
WP4877,4293,27481
WP3651,672,27482
WP4877,6196,27487
WP3651,8243,27488
WP4018,5315,27485
WP3300,865,27486
WP4963,51422,39479
WP4018,1387,27480
WP5064,23597,39461
WP4545,23597,39460
WP5028,2731,39463
WP4963,80329,39462
WP4545,485619,39465
WP4963,1026,39464
WP4963,355,39467
WP4545,1582,39466
WP4877,4214,27494
WP3935,3717,27495
WP4560,5829,27492
WP4018,7042,27493
WP4018,2033,27498
WP4018,3091,27499
WP4560,5594,27496
WP3651,2033,27497
WP4963,57103,39469
WP4871,5291,39468
WP4877,5609,27490
WP4877,4216,27491
WP4155,581,15483
WP4545,134526,39450
WP4262,8648,15482
WP4155,2932,15481
WP5037,55312,39452
WP3286,2932,15480
WP5064,134526,39451
WP4155,5594,15487
WP4545,55856,39454
WP3879,5594,15486
WP5028,23479,39453
WP4262,2099,15485
WP5028,55163,39456
WP4262,581,15484
WP5064,55856,39455
WP4018,3099,27469
WP3651,8289,27467
WP3651,4149,27468
WP4564,4313,27461
WP4018,4190,27462
WP4018,2475,27460
WP3651,55294,27465
WP3651,55914,27466
WP3651,6605,27463
WP3871,3030,27464
WP5064,1717,39458
WP4545,1717,39457
WP4155,6655,15489
WP4329,10454,15488
WP5028,27247,39459
WP4155,5595,15494
WP3879,5595,15493
WP3286,331,15492
WP5064,641371,39441
WP4262,1457,15491
WP4545,641371,39440
WP4155,208,15498
WP4545,284486,39443
WP4329,3551,15497
WP5028,150274,39442
WP4262,4683,15496
WP4545,122970,39445
WP4155,8312,15495
WP5064,284486,39444
WP4688,7298,27478
WP3651,1387,27479
WP4262,6655,15490
WP3651,5591,27472
WP357,2182,27473
WP3871,18,27470
WP3651,1050,27471
WP357,55825,27476
WP4688,1719,27477
WP357,5091,27474
WP357,51102,27475
WP5037,80308,39447
WP5064,122970,39446
WP5064,26027,39449
WP4262,208,15499
WP4545,26027,39448
WP3879,100082075,15461
WP3879,100052122,15460
WP5064,11332,39430
WP3879,8503,15465
WP4545,10965,39432
WP3879,429096,15464
WP5028,275,39431
WP3879,707310,15463
WP4545,7376,39434
WP3879,100511937,15462
WP5064,10965,39433
WP2880,81706,27447
WP2880,84002,27448
WP2880,79056,27445
WP2880,80315,27446
WP2880,8436,27449
WP2355,6770,27440
WP2355,7020,27443
WP2880,7546,27444
WP2355,6822,27441
WP2355,6925,27442
WP4262,4361,15469
WP5064,10682,39436
WP4262,3479,15468
WP4545,10682,39435
WP4262,672,15467
WP5064,641372,39438
WP4155,572,15466
WP4545,641372,39437
WP5028,51218,39439
WP3879,5606,15472
WP4262,578,15471
WP4155,578,15470
WP4155,5291,15476
WP4758,1493,39421
WP4262,5888,15475
WP4758,10269,39420
WP4155,1495,15474
WP4535,2010,39423
WP4155,999,15473
WP4758,1585,39422
WP2880,9970,27458
WP2880,9982,27459
WP2880,92737,27456
WP2880,9792,27457
WP2880,84951,27450
WP2880,8507,27451
WP2880,89795,27454
WP2355,9095,27455
WP2880,8856,27452
WP2880,8972,27453
WP4758,4000,39425
WP4262,5241,15479
WP4535,3930,39424
WP4262,1459,15478
WP4758,7225,39427
WP4329,23118,15477
WP4758,5076,39426
WP4545,11332,39429
WP4758,8029,39428
WP3879,8569,15443
WP4963,2475,39410
WP4262,2475,15442
WP3879,2475,15441
WP4963,4436,39412
WP3879,1978,15440
WP4963,6376,39411
WP2355,3861,27425
WP2880,387509,27426
WP2355,3713,27423
WP2355,3848,27424
WP2880,5142,27429
WP2880,4616,27427
WP2880,51129,27428
WP2880,347902,27421
WP195,3556,27422
WP195,3316,27420
WP4299,4000,15447
WP4963,2073,39414
WP3286,540,15446
WP4871,9210,39413
WP3879,2872,15445
WP4963,5371,39416
WP4299,10269,15444
WP4871,1583,39415
WP4871,3283,39418
WP4963,4255,39417
WP4262,10023,15449
WP3286,538,15448
WP4963,84129,39419
WP4262,122011,15450
WP4262,6424,15454
WP4262,283106,15453
WP3286,4137,15452
WP3971,406987,39401
WP4262,23401,15451
WP3971,693171,39400
WP2880,5997,27436
WP2880,6286,27437
WP2355,5584,27434
WP2880,57007,27435
WP2880,6397,27438
WP2880,6591,27439
WP2880,54566,27432
WP2880,5460,27433
WP2880,5272,27430
WP2880,5375,27431
WP4155,1026,15458
WP3971,106614088,39403
WP3286,9973,15457
WP3971,100126334,39402
WP3286,79689,15456
WP3971,406935,39405
WP4299,23463,15455
WP3971,442906,39404
WP4298,100507436,39407
WP1995,4151,39406
WP4950,3732,39409
WP4262,1026,15459
WP5026,8659,39408
WP5434,374182,6807
WP5434,482970,6806
WP5434,100075221,6809
WP5434,9475,6808
WP5434,100079648,6801
WP5434,5925,6800
WP5434,480181,6803
WP5434,397447,6802
WP5434,397445,6805
WP5434,6093,6804
WP5434,6502,6818
WP5434,489228,6817
WP5434,100078989,6819
WP5434,100623751,6810
WP5434,9252,6812
WP5434,490831,6811
WP5434,480580,6814
WP5434,100127158,6813
WP5434,103166602,6816
WP5434,6198,6815
WP5434,486894,6830
WP5434,100153922,6829
WP5434,100080633,6828
WP5434,483042,6821
WP5434,100520187,6820
WP5434,481111,6823
WP5434,6654,6822
WP5434,114817948,6825
WP5434,6773,6824
WP5434,83439,6827
WP5434,612070,6826
WP5434,7472,6841
WP5434,612141,6840
WP5434,100516839,6839
WP5434,100525462,6832
WP5434,6934,6831
WP5434,7471,6834
WP5434,486560,6833
WP5434,100511484,6836
WP5434,100077974,6835
WP5434,51384,6838
WP5434,612328,6837
WP5434,395235,6850
WP5434,420788,6852
WP5434,7475,6851
WP5434,100520560,6843
WP5434,100087253,6842
WP5434,7482,6845
WP5434,483220,6844
WP5434,89780,6847
WP5434,482208,6846
WP5434,488527,6849
WP5434,100622044,6848
WP5434,416002,6861
WP5434,100425753,6860
WP2846,255738,4200
WP5434,423901,6863
WP5406,9370,4201
WP5434,26060,6862
WP5434,422013,6854
WP5434,107,6853
WP5434,417926,6856
WP5434,109,6855
WP5434,100513283,6858
WP5434,100073402,6857
WP5434,317,6859
WP5434,100518913,6870
WP5434,100154421,6872
WP5331,7030,4210
WP5434,842,6871
WP698,7358,4211
WP5434,1488,6874
WP3655,9181,4212
WP5434,423958,6873
WP5331,4286,4202
WP5434,100156777,6865
WP710,10023,4203
WP5434,100082745,6864
WP100,2879,4204
WP5434,840,6867
WP100,3417,4205
WP5434,486896,6866
WP710,3949,4206
WP5434,100092345,6869
WP710,8061,4207
WP5434,426970,6868
WP5188,158835,4208
WP698,5238,4209
WP5434,374059,6881
WP5434,114816216,6880
WP5188,10901,4220
WP5434,100082592,6883
WP5188,53630,4221
WP5434,8325,6882
WP5331,10526,4222
WP5434,102154318,6885
WP5039,84868,4223
WP5434,100525156,6884
WP3655,100145887,4213
WP5434,100621038,6876
WP501,2913,4214
WP5434,100091980,6875
WP698,54576,4215
WP5434,1857,6878
WP5188,9227,4216
WP5434,424949,6877
WP5188,6121,4217
WP5188,195814,4218
WP5434,111771171,6879
WP5188,145226,4219
WP5434,114805646,6890
WP5434,2786,6892
WP5406,6641,4230
WP5434,771582,6891
WP5406,221178,4231
WP5434,100157952,6894
WP5406,387911,4232
WP5434,100093073,6893
WP5406,100506697,4233
WP5434,23462,6896
WP5406,338872,4234
WP5434,428365,6895
WP5406,4285,4224
WP5434,2768,6887
WP5406,6310,4225
WP5434,769924,6886
WP5406,55504,4226
WP5434,102167388,6889
WP5406,1837,4227
WP5434,101883928,6888
WP5406,26278,4228
WP698,5239,4229
WP710,1026,4240
WP100,2678,4241
WP710,572,4242
WP710,578,4243
WP5406,5601,4244
WP710,5601,4245
WP5406,100313842,4235
WP5434,424957,6898
WP501,51704,4236
WP5434,396568,6897
WP501,55890,4237
WP698,7365,4238
WP5434,3827,6899
WP501,9052,4239
WP710,4214,4250
WP710,25,4251
WP710,638,4252
WP5039,2033,4253
WP710,6655,4254
WP5039,8717,4255
WP5039,7040,4256
WP3874,5601,4246
WP5406,387,4247
WP710,4216,4248
WP710,581,4249
WP5406,5599,4260
WP710,5599,4261
WP3874,5599,4262
WP5039,6347,4263
WP5039,4790,4264
WP5331,4790,4265
WP710,1027,4266
WP3874,1432,4267
WP710,7040,4257
WP3874,7040,4258
WP5039,6387,4259
WP710,356,4271
WP710,2309,4272
WP710,847,4273
WP5039,3661,4274
WP5331,8678,4275
WP710,5880,4276
WP5039,7187,4277
WP5406,7187,4278
WP710,6654,4270
WP3875,5810,4268
WP5039,6772,4269
WP710,4193,4282
WP5406,5879,4283
WP710,5879,4284
WP3875,3364,4285
WP5039,10010,4286
WP5039,8737,4287
WP5331,81631,4288
WP5331,7157,4289
WP710,6885,4280
WP5331,4193,4281
WP710,2538,4279
WP710,5366,4293
WP3845,4851,4294
WP710,472,4295
WP3875,1111,4296
WP3875,144715,4297
WP4329,3586,15542
WP710,10018,4298
WP4329,3569,15541
WP5331,65018,4299
WP3286,4193,15540
WP4871,5579,39511
WP4963,5563,39510
WP3651,5605,27524
WP4877,5605,27525
WP3651,5290,27522
WP4018,79365,27523
WP3935,8471,27528
WP710,7157,4290
WP4018,3939,27529
WP710,4089,4291
WP4018,47,27526
WP3874,4089,4292
WP3651,5894,27527
WP3651,2309,27520
WP4018,7043,27521
WP4262,675,15546
WP4871,5604,39513
WP4262,4609,15545
WP4963,64223,39512
WP4155,4609,15544
WP4963,5429,39515
WP4329,7099,15543
WP4963,136,39514
WP4871,5293,39517
WP3286,7157,15549
WP4871,2492,39516
WP4155,5170,15548
WP4871,3265,39519
WP4262,2100,15547
WP4963,8793,39518
WP3879,207,15553
WP3286,207,15552
WP4262,7157,15551
WP4871,408,39500
WP4155,7157,15550
WP4018,5211,27535
WP3651,207,27536
WP3651,7157,27533
WP4018,57521,27534
WP4018,1956,27539
WP3935,207,27537
WP4018,207,27538
WP4963,105376156,39509
WP4018,229,27531
WP3935,5170,27532
WP4018,29968,27530
WP4262,5295,15557
WP4871,409,39502
WP4155,5295,15556
WP4963,7057,39501
WP4262,207,15555
WP4963,5366,39504
WP4155,207,15554
WP4963,57521,39503
WP4963,4851,39506
WP4871,207,39505
WP4262,1956,15559
WP4963,105376156,39508
WP4155,1956,15558
WP4871,5578,39507
WP4018,6009,27508
WP4877,5608,27509
WP4155,2309,15520
WP4018,7249,27502
WP4560,7082,27503
WP4018,5230,27500
WP4560,5595,27501
WP4018,7040,27506
WP3935,5294,27507
WP4018,2821,27504
WP3953,6510,27505
WP4155,2002,15529
WP4262,5290,15524
WP4155,5290,15523
WP3286,5290,15522
WP4262,8600,15521
WP4262,7471,15528
WP4262,8202,15527
WP4262,51426,15526
WP4155,51426,15525
WP3651,4602,27519
WP4155,5605,15531
WP3879,5605,15530
WP4877,1386,27513
WP3871,3065,27514
WP4877,1432,27511
WP4018,7422,27512
WP4877,6195,27517
WP4560,1385,27518
WP4018,6513,27515
WP3935,8503,27516
WP4018,2597,27510
WP4155,5894,15535
WP3879,5894,15534
WP4329,7187,15533
WP4262,25759,15532
WP4262,1019,15539
WP4329,6885,15538
WP4155,842,15537
WP4262,5894,15536
WP4155,595,15509
WP3286,595,15508
WP3407,10891,15507
WP4329,5599,15502
WP4262,5296,15501
WP4155,5296,15500
WP4329,4790,15506
WP3879,5608,15505
WP4262,6198,15504
WP4262,2253,15503
WP3286,2309,15519
WP4262,8503,15518
WP4155,6654,15513
WP4262,10111,15512
WP4329,1432,15511
WP4262,595,15510
WP4155,8503,15517
WP4262,10000,15516
WP4155,10000,15515
WP4262,6654,15514
WP5028,6470,39593
WP5190,1152,39592
WP5064,2053,39595
WP4545,2053,39594
WP4963,5054,39597
WP4963,6790,39596
WP4963,3976,39599
WP4871,5582,39598
WP4758,8542,39591
WP4758,81,39590
WP5190,2628,39582
WP4871,5581,39581
WP4963,407041,39584
WP4963,407042,39583
WP5064,10577,39586
WP4963,407040,39585
WP4758,1871,39588
WP5064,565099,39587
WP4871,5580,39580
WP4758,2013,39589
WP4963,1647,39571
WP4963,9540,39570
WP5190,6535,39573
WP5190,2593,39572
WP4871,5331,39575
WP4871,5330,39574
WP4963,7508,39577
WP4963,23657,39576
WP4481,3592,27588
WP4481,3593,27589
WP4564,2353,27582
WP357,3033,27583
WP357,2180,27580
WP357,2194,27581
WP4481,3569,27586
WP4481,3576,27587
WP4564,30849,27584
WP4481,3551,27585
WP4963,7832,39579
WP4963,995,39578
WP4963,63970,39560
WP4963,80328,39562
WP4963,6303,39561
WP4871,5583,39564
WP4758,396,39563
WP4963,4292,39566
WP4871,5588,39565
WP391,51001,27599
WP357,47,27593
WP4481,4790,27594
WP4564,387,27591
WP4564,4318,27592
WP4564,5062,27597
WP4564,5063,27598
WP4481,4792,27595
WP4564,5058,27596
WP4963,3383,39568
WP4963,7520,39567
WP4871,5332,39569
WP4564,3725,27590
WP4262,6199,15582
WP4329,7189,15581
WP4262,545,15580
WP5028,1738,39551
WP4545,2099,39550
WP4329,3665,15586
WP4545,3605,39553
WP4329,3654,15585
WP4545,1581,39552
WP4262,3725,15584
WP4545,2100,39555
WP3286,3725,15583
WP4545,53342,39554
WP4564,10298,27568
WP391,10891,27569
WP4481,10000,27566
WP4564,10000,27567
WP3935,8651,27560
WP3935,8660,27561
WP4560,3690,27564
WP3651,4609,27565
WP3871,1555,27562
WP3935,3630,27563
WP4545,64806,39557
WP4329,51284,15589
WP4545,112744,39556
WP4262,6667,15588
WP4545,27190,39559
WP3286,6667,15587
WP4545,27189,39558
WP4329,406976,15593
WP4262,1460,15592
WP4329,51135,15591
WP4535,5594,39540
WP3879,4217,15590
WP4329,7124,15597
WP4535,5604,39542
WP4329,1147,15596
WP4535,5595,39541
WP4262,4893,15595
WP4535,6654,39544
WP4155,4893,15594
WP4535,5605,39543
WP4564,2151,27579
WP4481,208,27577
WP4564,208,27578
WP391,1385,27571
WP4481,1432,27572
WP4481,1147,27570
WP4481,207,27575
WP4564,207,27576
WP4564,146850,27573
WP357,1892,27574
WP4535,6722,39546
WP4535,6655,39545
WP4329,406937,15599
WP4535,7042,39548
WP4329,8517,15598
WP4535,7040,39547
WP4535,7043,39549
WP4262,53358,15560
WP3879,1977,15564
WP4535,3265,39531
WP3286,2308,15563
WP4535,109,39530
WP4262,472,15562
WP4535,387,39533
WP4262,4851,15561
WP4758,3691,39532
WP4018,8878,27546
WP4018,7248,27547
WP3300,100506403,27544
WP4018,3101,27545
WP4018,64223,27548
WP3935,6774,27549
WP3651,472,27542
WP3300,100506403,27543
WP4018,5723,27540
WP3651,4851,27541
WP4155,1499,15568
WP4758,4010,39535
WP3286,836,15567
WP4758,3913,39534
WP4262,4041,15566
WP4535,4293,39537
WP4262,6464,15565
WP4535,4089,39536
WP5211,5315,39539
WP4535,4893,39538
WP3879,5604,15569
WP4329,3576,15571
WP4155,5604,15570
WP4262,5293,15575
WP4963,8408,39520
WP4155,5293,15574
WP4262,2353,15573
WP4963,5571,39522
WP4155,2353,15572
WP4963,55367,39521
WP4560,3725,27557
WP4018,6472,27558
WP3935,3952,27555
WP3651,3265,27556
WP3935,9021,27559
WP4018,6774,27550
WP3300,7314,27553
WP3935,3643,27554
WP3935,3667,27551
WP4018,2194,27552
WP4262,3265,15579
WP4963,10379,39524
WP4155,3265,15578
WP4871,4893,39523
WP3879,4296,15577
WP4963,406937,39526
WP4329,4615,15576
WP4963,7124,39525
WP5064,1581,39528
WP4545,1576,39527
WP5064,448985,39529
WP5434,100052122,6906
WP5434,5159,6905
WP5434,100511937,6908
WP5434,100082075,6907
WP5434,707310,6909
WP5434,100077194,6900
WP5434,4040,6902
WP5434,419097,6901
WP5434,100079459,6904
WP5434,770488,6903
WP5434,424237,6917
WP5434,100624229,6916
WP5434,100069402,6919
WP5434,5899,6918
WP5434,8503,6911
WP5434,429096,6910
WP5434,374187,6913
WP5434,100623280,6912
WP5434,100087330,6915
WP5434,8643,6914
WP5434,7484,6928
WP5434,771092,6927
WP4241,1387,6929
WP5434,100080818,6920
WP5434,714436,6922
WP5434,100513970,6921
WP5434,427758,6924
WP5434,799483,6923
WP5434,100738655,6926
WP5434,5900,6925
WP4241,6421,6940
WP4241,2034,6939
WP4241,7422,6938
WP4241,7042,6931
WP4241,2271,6930
WP4241,3091,6933
WP4241,2033,6932
WP4241,79444,6935
WP75,4792,6934
WP4241,7040,6937
WP75,3551,6936
WP3969,1466,37095
WP5153,22845,37096
WP5153,144245,37097
WP5153,4351,37098
WP5153,79087,37099
WP5434,207,6951
WP5434,100081473,6950
WP5153,91869,37090
WP5153,57171,37091
WP5153,1798,37092
WP5153,199857,37093
WP5153,29925,37094
WP75,8517,6949
WP4241,7043,6942
WP4241,6513,6941
WP4241,7039,6944
WP4241,1513,6943
WP5434,2787,6946
WP408,1536,6945
WP75,1147,6948
WP5434,6667,6947
WP5153,4248,37084
WP5153,9526,37085
WP5153,84920,37086
WP4217,432,37087
WP5434,572,6960
WP5153,29926,37088
WP5153,79053,37089
WP5434,578,6962
WP710,6464,4300
WP5434,108645783,6961
WP5153,85365,37080
WP5153,29880,37081
WP5102,10365,37082
WP5153,79644,37083
WP5434,208,6953
WP5434,100090267,6952
WP5434,100513811,6955
WP5434,100083320,6954
WP5434,100093450,6957
WP5434,10000,6956
WP5434,8312,6959
WP5434,100523725,6958
WP4217,4734,37073
WP4258,106614088,37074
WP4542,6901,37075
WP5153,79796,37076
WP5434,596,6971
WP5153,79868,37077
WP5434,100049703,6970
WP5153,4121,37078
WP5039,3576,4310
WP5434,397536,6973
WP5153,57134,37079
WP5039,6773,4311
WP5434,107546921,6972
WP5108,344,37070
WP4537,26524,37071
WP4542,26524,37072
WP710,3667,4309
WP129,4316,25084
WP129,4314,25083
WP129,4319,25086
WP129,4317,25085
WP129,4321,25088
WP129,4320,25087
WP129,4322,25089
WP5331,8878,4301
WP5434,114814649,6964
WP5039,3716,4302
WP5434,706534,6963
WP5039,6374,4303
WP5434,581,6966
WP5039,2919,4304
WP5434,396633,6965
WP3875,11073,4305
WP5434,782359,6968
WP1434,3685,25080
WP3875,84126,4306
WP5434,100517403,6967
WP5039,8772,4307
WP129,4312,25082
WP5331,6774,4308
WP5434,27113,6969
WP69,3708,25081
WP5108,4035,37062
WP4537,23043,37063
WP5434,100622859,6980
WP5108,3990,37064
WP5102,2167,37065
WP5434,330,6982
WP5102,8815,37066
WP5331,3146,4320
WP5434,329,6981
WP4217,3108,37067
WP710,3146,4321
WP5434,397266,6984
WP4258,406950,37068
WP5039,51284,4322
WP5434,332,6983
WP5108,3931,37069
WP5108,337,37060
WP5153,8704,37061
WP69,5335,25095
WP1434,5328,25094
WP69,5966,25097
WP314,5925,25096
WP1434,5970,25099
WP69,5970,25098
WP710,3643,4312
WP5434,100073859,6975
WP710,596,4313
WP5434,598,6974
WP3875,5883,4314
WP5434,10018,6977
WP3875,545,4315
WP5434,396632,6976
WP5039,7189,4316
WP5434,637,6979
WP129,4327,25091
WP5039,29110,4317
WP5434,594852,6978
WP129,4324,25090
WP5331,5071,4318
WP69,4773,25093
WP5039,3665,4319
WP69,4690,25092
WP5434,675,6991
WP5434,652,6990
WP710,208,4330
WP5434,100626014,6993
WP710,100083320,4331
WP5434,815,6992
WP710,100513811,4332
WP5434,100089905,6995
WP710,10000,4333
WP5434,816,6994
WP4262,27006,15708
WP4262,2255,15707
WP4262,4040,15706
WP4155,2261,15705
WP4262,4854,15709
WP5331,10533,4323
WP5434,79444,6986
WP383,7431,15700
WP3874,659,4324
WP5434,419239,6985
WP3845,1147,4325
WP5434,650,6988
WP5039,6352,4326
WP5434,100157103,6987
WP710,100081473,4327
WP4155,2263,15704
WP710,207,4328
WP5434,100113425,6989
WP4262,2324,15703
WP710,100090267,4329
WP4705,115004,15702
WP383,81,15701
WP710,106559217,4340
WP710,110255928,4341
WP710,5881,4342
