WPID,gene_id,edge_id
WP4148,375790,17266
WP2431,5320,17267
WP2884,5265,17268
WP272,2153,17269
WP306,399694,17262
WP306,5501,17263
WP3924,164656,17264
WP2431,1282,17265
WP2431,8398,17260
WP272,2157,17261
WP98,1906,29249
WP289,104909134,29244
WP5052,4853,30244
WP289,104909134,29243
WP5065,59272,30243
WP289,104909134,29242
WP4941,5567,30246
WP289,1388,29241
WP5065,5045,30245
WP289,1902,29248
WP5130,6776,30240
WP98,1646,29247
WP98,1645,29246
WP4941,196883,30242
WP289,104909134,29245
WP5065,3791,30241
WP23,1380,29240
WP4941,3708,30248
WP5120,5664,30247
WP5052,89780,30249
WP2431,4321,17277
WP4148,2904,17278
WP306,10319,17279
WP3945,2876,17273
WP2884,54658,17274
WP2884,2938,17275
WP2884,2939,17276
WP2884,2946,17270
WP306,5500,17271
WP306,3672,17272
WP23,2549,29255
WP5052,655,30233
WP4970,5443,32896
WP304,2534,29254
WP5120,23411,30232
WP4396,5562,32897
WP23,2534,29253
WP5130,50615,30235
WP4396,53632,32894
WP289,2114,29252
WP5052,182,30234
WP4396,54205,32895
WP289,2778,29259
WP4396,5295,32892
WP2525,27430,29258
WP4396,5296,32893
WP98,27306,29257
WP4941,2778,30231
WP4396,5291,32890
WP23,25780,29256
WP5120,5663,30230
WP4396,5293,32891
WP23,2113,29251
WP5130,7046,30237
WP289,196883,29250
WP5130,9466,30236
WP5063,6776,30239
WP4396,5563,32898
WP5130,5335,30238
WP4396,5564,32899
WP272,5345,17244
WP3932,7248,20896
WP3924,148738,17245
WP3932,2277,20895
WP2431,2668,17246
WP3932,1278,20894
WP2431,3627,17247
WP1772,5783,20893
WP2884,7048,17240
WP3932,3716,20892
WP2884,6514,17241
WP3931,3716,20891
WP272,3818,17242
WP3932,5563,20890
WP2884,54578,17243
WP289,10268,29229
WP289,10267,29228
WP289,10266,29227
WP3932,94235,20899
WP3932,2793,20898
WP3931,5598,20897
WP2525,2876,29222
WP4754,64332,30222
WP4396,4296,32885
WP2873,1728,29221
WP5143,2331,30221
WP4396,4790,32886
WP2873,54578,29220
WP5130,920,30224
WP4396,3952,32883
WP4754,8870,30223
WP4396,4217,32884
WP98,10257,29226
WP4396,3667,32881
WP516,102,29225
WP4396,3725,32882
WP2873,2939,29224
WP4754,2059,30220
WP2873,54658,29223
WP4396,3643,32880
WP5052,26281,30229
WP2884,7364,17248
WP4941,5566,30226
WP4396,5290,32889
WP272,2266,17249
WP5130,3459,30225
WP4941,108,30228
WP4396,51085,32887
WP5120,4791,30227
WP4396,51422,32888
WP4148,2902,17255
WP2916,23512,17256
WP2884,1728,17257
WP3945,64764,17258
WP272,2244,17251
WP306,5499,17252
WP2431,6403,17253
WP2431,2902,17254
WP98,133522,29239
WP272,2243,17250
WP289,133,29238
WP289,111,29233
WP4754,6869,30211
WP4396,356,32874
WP289,108,29232
WP4754,6004,30210
WP4396,3569,32875
WP289,107,29231
WP4754,8807,30213
WP4396,3551,32872
WP289,10488,29230
WP4754,7832,30212
WP4396,3553,32873
WP289,115,29237
WP4396,2932,32870
WP289,114,29236
WP4396,355,32871
WP289,113,29235
WP289,112,29234
WP5052,130497,30219
WP5052,6943,30218
WP4148,1946,17259
WP4754,16,30215
WP4396,3630,32878
WP4754,9133,30214
WP4970,3630,32879
WP4754,5993,30217
WP4970,3569,32876
WP4754,3068,30216
WP4396,3576,32877
WP306,5582,17222
WP437,4215,19885
WP3931,207,20874
WP2431,5322,17223
WP437,4214,19884
WP1772,5366,20873
WP2884,2258,17224
WP437,5058,19887
WP3931,4089,20872
WP2431,1463,17225
WP437,4216,19886
WP3931,5596,20871
WP437,4205,19881
WP3932,57521,20870
WP410,406,19880
WP272,2159,17220
WP437,4209,19883
WP3945,6776,17221
WP437,4208,19882
WP2873,57491,29208
WP2525,2729,29207
WP304,4145,29206
WP3932,1956,20879
WP23,2969,29205
WP3931,1956,20878
WP3932,5295,20877
WP3915,64241,20876
WP3932,207,20875
WP2525,5337,29209
WP5183,3606,29200
WP4754,3578,30200
WP4321,109,32863
WP4970,1385,32864
WP4754,383,30202
WP4970,10413,32861
WP4754,3606,30201
WP4970,10891,32862
WP23,26469,29204
WP289,1265,29203
WP4970,1028,32860
WP2525,23743,29202
WP5183,340061,29201
WP4754,5803,30208
WP4754,5619,30207
WP4396,2931,32869
WP4754,58191,30209
WP3627,1571,17226
WP437,5170,19889
WP4754,467,30204
WP4970,2353,32867
WP272,2161,17227
WP437,5111,19888
WP4754,4050,30203
WP4396,27113,32868
WP2431,5786,17228
WP4754,5580,30206
WP4396,207,32865
WP2884,2944,17229
WP4754,5546,30205
WP4396,208,32866
WP2431,5925,17233
WP437,5594,19896
WP1772,10018,20885
WP2542,1544,17234
WP437,5579,19895
WP3932,1977,20884
WP3945,3687,17235
WP437,5598,19898
WP3932,2308,20883
WP2884,1969,17236
WP437,5596,19897
WP3932,7424,20882
WP437,5296,19892
WP3932,3688,20881
WP2884,7295,17230
WP437,5295,19891
WP3932,3561,20880
WP2542,1545,17231
WP437,5578,19894
WP2431,1280,17232
WP410,5516,19893
WP2525,6647,29219
WP2873,1544,29218
WP410,5187,19890
WP2873,1545,29217
WP2525,570,29216
WP3931,4041,20889
WP3932,2785,20888
WP3915,1576,20887
WP3932,3689,20886
WP2873,11140,29211
WP5400,3630,32852
WP5183,57506,29210
WP3865,9641,32853
WP3865,1147,32850
WP3865,7124,32851
WP2873,4780,29215
WP2873,3280,29214
WP2873,9049,29213
WP2525,1759,29212
WP4396,10062,32858
WP4970,1027,32859
WP272,2165,17237
WP4396,10018,32856
WP3945,10184,17238
WP437,5599,19899
WP4970,10018,32857
WP2884,3084,17239
WP3865,8517,32854
WP4396,10000,32855
WP5236,4090,8501
WP5236,7474,8502
WP4630,3593,8500
WP4754,5335,30291
WP4754,4879,30290
WP4754,5728,30293
WP4754,5337,30292
WP4754,6346,30299
WP4754,6205,30298
WP4754,5806,30295
WP4754,5743,30294
WP4754,5970,30297
WP4754,5966,30296
WP4630,8503,8512
WP4630,356,8513
WP4239,10000,8510
WP4239,8503,8511
WP4754,382,30280
WP4754,4254,30282
WP4754,3925,30281
WP23,5788,29288
WP4754,4843,30288
WP98,5743,29287
WP4754,4791,30287
WP98,5740,29286
WP98,5739,29285
WP4754,4878,30289
WP4754,4314,30284
WP4754,4312,30283
WP4754,4322,30286
WP289,59350,29289
WP4754,4317,30285
WP4239,2335,8505
WP289,5567,29280
WP4630,6772,8506
WP4239,7474,8503
WP4630,868,8504
WP2261,10000,8509
WP98,5734,29284
WP98,5729,29283
WP4239,6654,8507
WP289,5590,29282
WP4239,4209,8508
WP289,5582,29281
WP3982,8795,8520
WP4630,5290,8523
WP2261,1017,8524
WP2261,5290,8521
WP4239,5290,8522
WP4754,1051,30271
WP5063,3575,30270
WP304,9846,29299
WP4754,3162,30277
WP23,9846,29298
WP4754,2920,30276
WP98,8644,29297
WP4754,3674,30279
WP289,808,29296
WP5120,351,30278
WP4754,1994,30273
WP4754,142,30272
WP4754,2904,30275
WP4754,22821,30274
WP4630,894,8516
WP23,5970,29291
WP4239,7043,8517
WP23,5966,29290
WP2261,2309,8514
WP2261,894,8515
WP289,805,29295
WP304,6777,29294
WP3982,317,8518
WP304,6776,29293
WP4630,317,8519
WP23,673,29292
WP4630,3553,8530
WP5236,4435,8531
WP4239,5605,8534
WP4876,7187,8535
WP4630,3661,8532
WP2261,5605,8533
WP4239,7471,8527
WP5236,652,8528
WP4630,1017,8525
WP3668,860,8526
WP4876,3553,8529
WP2261,4193,8541
WP3982,4193,8542
WP2261,1019,8540
WP2261,5288,8545
WP2261,675,8546
WP4876,834,8543
WP2261,5607,8544
WP2369,3021,8538
WP3982,842,8539
WP2261,5894,8536
WP4239,5894,8537
WP4239,4089,8552
WP3982,5366,8553
WP4239,7157,8550
WP3668,4089,8551
WP2261,5295,8556
WP4239,5295,8557
WP2261,207,8554
WP4239,207,8555
WP3982,7157,8549
WP2261,5170,8547
WP2261,7157,8548
WP3982,143686,8563
WP4239,5058,8564
WP2854,4851,8561
WP4239,4851,8562
WP2261,2308,8567
WP2261,5578,8568
WP2261,472,8565
WP3982,472,8566
WP5236,4851,8560
WP2261,1956,8558
WP2261,1029,8559
WP4239,4041,8574
WP2369,3020,8575
WP3668,6464,8572
WP4239,6464,8573
WP2261,5579,8578
WP5236,1499,8579
WP3982,836,8576
WP2261,7248,8577
WP2369,554313,8570
WP2369,554313,8571
WP4239,5603,8569
WP5236,4086,8585
WP2261,5293,8586
WP2261,3667,8583
WP4239,7480,8584
WP4239,3265,8589
WP4239,5293,8587
WP2261,3265,8588
WP2261,5604,8581
WP4239,5604,8582
WP4239,1499,8580
WP2369,554313,8596
WP2261,6714,8597
WP4239,6300,8594
WP2369,554313,8595
WP2369,8356,8598
WP2369,554313,8599
WP3982,11200,8592
WP4239,5600,8593
WP4239,7189,8590
WP2369,653604,8591
WP272,2158,17200
WP437,1432,19863
WP3932,842,20852
WP272,5327,17201
WP410,1407,19862
WP3932,3691,20851
WP2884,6528,17202
WP437,2002,19865
WP3872,3691,20850
WP3924,57817,17203
WP437,1956,19864
WP437,1398,19861
WP437,1385,19860
WP3872,4609,20859
WP3932,3915,20858
WP3932,4193,20857
WP3931,4193,20856
WP3932,3559,20855
WP3932,4803,20854
WP3932,8471,20853
WP3865,29110,32841
WP4321,71,32842
WP4321,5571,32840
WP3945,3587,17208
WP4321,4893,32849
WP272,7450,17209
WP4321,6300,32847
WP4321,4217,32848
WP272,5054,17204
WP437,2308,19867
WP3865,3665,32845
WP3945,7046,17205
WP437,207,19866
WP3865,6300,32846
WP2431,727,17206
WP437,2353,19869
WP3865,5600,32843
WP2884,8714,17207
WP410,23118,19868
WP4321,5600,32844
WP272,2152,17211
WP437,2697,19874
WP3932,7057,20863
WP3945,6696,17212
WP437,253260,19873
WP3931,5607,20862
WP2431,729230,17213
WP437,3716,19876
WP3932,5519,20861
WP272,5340,17214
WP437,3265,19875
WP3932,6194,20860
WP437,2354,19870
WP437,25,19872
WP3865,8772,32829
WP2884,4780,17210
WP437,23624,19871
WP1772,51651,20869
WP3932,5170,20868
WP3872,597,20867
WP3932,3695,20866
WP3915,64240,20865
WP3872,10017,20864
WP3865,3576,32830
WP4900,136,32831
WP3924,3397,17219
WP5400,627,32838
WP4321,6197,32839
WP4900,5029,32836
WP4321,6199,32837
WP272,5328,17215
WP437,3725,19878
WP4321,3265,32834
WP2884,10257,17216
WP437,3717,19877
WP3865,7189,32835
WP3945,10257,17217
WP5400,3643,32832
WP3945,718,17218
WP437,3727,19879
WP5400,3952,32833
WP4756,815,19841
WP1772,8795,20830
WP4756,100075369,19840
WP4756,816,19843
WP4756,100626014,19842
WP3865,10010,32818
WP4321,6194,32819
WP3931,5605,20838
WP3931,2002,20837
WP3872,83596,20836
WP3931,652,20835
WP3931,7471,20834
WP3932,5290,20833
WP1772,8743,20832
WP3872,79370,20831
WP3865,8737,32820
WP3931,4093,20829
WP3932,2309,20828
WP4756,100082421,19849
WP4321,7248,32827
WP4756,814,19848
WP4321,64223,32828
WP4321,5603,32825
WP4321,5563,32826
WP4756,100516166,19845
WP4321,2180,32823
WP4756,100089905,19844
WP3865,5603,32824
WP4756,817,19847
WP4321,57521,32821
WP4756,482687,19846
WP3865,9140,32822
WP4756,1385,19852
WP3932,2791,20841
WP4756,100684140,19851
WP3932,51764,20840
WP4756,100736562,19854
WP4756,100093310,19853
WP4321,1386,32809
WP4756,100515364,19850
WP4321,53632,32807
WP4321,6654,32808
WP3932,5562,20849
WP3932,5894,20848
WP3931,5894,20847
WP2253,5894,20846
WP3932,3911,20845
WP3932,3169,20844
WP3872,599,20843
WP3932,2792,20842
WP3932,5605,20839
WP4321,5562,32816
WP437,11184,19859
WP3865,6885,32817
WP3865,7187,32814
WP4321,5565,32815
WP4756,705680,19856
WP3865,3661,32812
WP4756,2776,19855
WP4900,135,32813
WP437,10746,19858
WP4321,6195,32810
WP437,10451,19857
WP4321,1385,32811
WP4583,162417,19821
WP4190,3155,19820
WP3932,3694,20816
WP3932,59345,20815
WP3931,7474,20814
WP3931,4090,20813
WP3932,5515,20812
WP3932,7422,20811
WP3932,2784,20810
WP3932,1027,20809
WP1772,8567,20808
WP3932,10891,20807
WP3932,3558,20806
WP4222,1385,19827
WP4321,1432,32805
WP4222,815,19826
WP5400,5443,32806
WP4222,109,19829
WP4321,5564,32803
WP4222,135,19828
WP3865,1432,32804
WP4756,456153,19823
WP4321,10891,32801
WP410,50486,19822
WP3865,3458,32802
WP4756,808,19825
WP4756,716584,19824
WP3865,5602,32800
WP3998,3358,19830
WP3998,4487,19832
WP3998,1977,19831
WP3932,1385,20827
WP3932,6513,20826
WP3932,10000,20825
WP3931,10000,20824
WP3932,2034,20823
WP3932,1386,20822
WP3932,6654,20821
WP3931,6654,20820
WP2253,6654,20819
WP3932,2335,20818
WP1772,27429,20817
WP4756,100513441,19838
WP4756,100077942,19837
WP4756,801,19839
WP3998,7334,19834
WP3998,51151,19833
WP4756,1386,19836
WP4222,1812,19835
WP4190,4597,19809
WP4190,2222,19808
WP4190,9453,19805
WP437,84867,19804
WP4190,2224,19807
WP4190,3156,19806
WP410,3422,19801
WP410,3301,19800
WP4756,5972,19803
WP437,5801,19802
WP4190,3157,19810
WP3932,7448,20805
WP3931,5608,20804
WP3932,1277,20803
WP3932,6198,20802
WP1772,5414,20801
WP3932,2253,20800
WP4583,435,19819
WP437,9138,19816
WP437,6456,19815
WP4583,445,19818
WP4583,5009,19817
WP4190,3422,19812
WP4190,4598,19811
WP4190,39,19814
WP4190,10654,19813
WP4754,7052,30381
WP4754,5763,30380
WP98,6916,29387
WP4754,80149,30387
WP289,6546,29386
WP4754,7920,30386
WP289,64407,29385
WP4754,81618,30389
WP289,6013,29384
WP4754,8153,30388
WP4754,7221,30383
WP4754,7127,30382
WP23,8915,29389
WP4754,770,30385
WP289,8490,29388
WP4754,730249,30384
WP289,6001,29383
WP289,5998,29382
WP289,5570,29381
WP289,5569,29380
WP4754,26093,30370
WP3635,2475,29398
WP4754,4666,30376
WP4806,2475,29397
WP4754,4625,30375
WP4806,1978,29396
WP4754,55311,30378
WP23,974,29395
WP4754,51341,30377
WP4754,341359,30372
WP4754,3234,30371
WP4754,3881,30374
WP4922,1352,29399
WP4754,379,30373
WP289,9446,29390
WP23,973,29394
WP23,29760,29393
WP4754,55858,30379
WP23,27071,29392
WP23,118788,29391
WP5115,100084126,17387
WP5115,196,17388
WP5115,714254,17389
WP5115,836,17383
WP5115,929,17384
WP5115,71,17385
WP5115,100066186,17386
WP5115,3553,17380
WP5115,7187,17381
WP5115,3569,17382
WP289,27297,29365
WP4754,10500,30365
WP289,1264,29364
WP4754,10194,30364
WP289,11318,29363
WP4754,1420,30367
WP2525,200895,29362
WP4754,1059,30366
WP23,6452,29369
WP4754,29781,30361
WP23,3608,29368
WP4754,2896,30360
WP289,2981,29367
WP4941,6490,30363
WP289,2980,29366
WP4941,2315,30362
WP5183,54602,29361
WP4754,23787,30369
WP516,8013,29360
WP4754,23623,30368
WP5115,841,17398
WP5115,6364,17399
WP5115,100515364,17394
WP5115,100684140,17395
WP5115,100082949,17396
WP5115,595105,17397
WP5115,332,17390
WP5115,397266,17391
WP5115,814,17392
WP5115,100082421,17393
WP98,302,29376
WP4754,3801,30354
WP289,11142,29375
WP4754,1674,30353
WP23,10892,29374
WP4754,51222,30356
WP289,10636,29373
WP4754,4624,30355
WP4754,3664,30350
WP98,3291,29379
WP98,3290,29378
WP5052,284654,30352
WP98,309,29377
WP4754,84818,30351
WP2873,10486,29372
WP4754,9497,30358
WP23,8462,29371
WP4754,6559,30357
WP289,800,29370
WP4754,10063,30359
WP5115,484185,17365
WP5115,3717,17366
WP5115,397201,17367
WP5115,609429,17368
WP5115,100076090,17361
WP5115,100522469,17362
WP5115,1843,17363
WP5115,702981,17364
WP5303,84002,29349
WP5115,489117,17360
WP304,9306,29348
WP304,6591,29343
WP5061,51703,30343
WP289,5997,29342
WP5061,23305,30342
WP98,5730,29341
WP4754,11096,30345
WP289,57007,29340
WP4754,10418,30344
WP289,7533,29347
WP304,7006,29346
WP23,7006,29345
WP5130,6097,30341
WP516,6935,29344
WP5120,2660,30340
WP5115,3725,17369
WP4754,2623,30347
WP4754,1891,30346
WP4754,32,30349
WP4754,27035,30348
WP5115,83737,17376
WP5115,60,17377
WP5115,6347,17378
WP4722,57678,17379
WP5115,100518913,17372
WP5115,842,17373
WP5115,419145,17374
WP5115,100089108,17375
WP5115,426970,17370
WP5115,100092345,17371
WP98,7356,29359
WP516,3475,29354
WP5052,4211,30332
WP4321,5568,32995
WP98,307,29353
WP4754,9308,30331
WP4321,10818,32996
WP98,306,29352
WP5061,646480,30334
WP4321,115,32993
WP5183,91942,29351
WP5061,2171,30333
WP4321,107,32994
WP23,604,29358
WP4321,114,32991
WP98,5738,29357
WP5400,181,32992
WP516,4656,29356
WP4754,9069,30330
WP289,4635,29355
WP5400,4915,32990
WP5130,50943,30339
WP5183,27035,29350
WP4754,57679,30336
WP3865,3627,32999
WP4754,8985,30335
WP5063,50943,30338
WP5400,4160,32997
WP4754,7702,30337
WP4321,5346,32998
WP306,7060,17343
WP1772,423971,20995
WP306,7094,17344
WP1772,100075891,20994
WP306,7143,17345
WP1772,640,20993
WP306,7148,17346
WP1772,100623761,20992
WP1772,330,20991
WP422,673,17340
WP1772,329,20990
WP3613,6783,17341
WP306,7058,17342
WP304,10603,29329
WP2525,10768,29328
WP2525,51380,29327
WP2525,1036,29326
WP1772,110257143,20999
WP1772,100080424,20998
WP1772,664,20997
WP1772,607408,20996
WP5183,617,29321
WP4754,1365,30321
WP4321,63976,32984
WP23,7462,29320
WP4754,1364,30320
WP4321,5567,32985
WP4754,24146,30323
WP4321,5593,32982
WP4754,1374,30322
WP4900,10161,32983
WP2525,107080644,29325
WP4321,152831,32980
WP2525,107080644,29324
WP4321,86,32981
WP2873,8140,29323
WP2525,2937,29322
WP4754,6362,30329
WP4754,6257,30328
WP3613,7184,17347
WP4754,27178,30325
WP4321,9586,32988
WP3613,7324,17348
WP4754,26353,30324
WP4900,2846,32989
WP306,7414,17349
WP4754,567,30327
WP5400,405,32986
WP4754,3831,30326
WP4321,148327,32987
WP306,8516,17354
WP306,998,17355
WP5115,1978,17356
WP5115,2475,17357
WP306,7450,17350
WP306,80310,17351
WP3613,811,17352
WP306,8515,17353
WP289,5333,29339
WP289,5142,29338
WP289,3710,29337
WP516,2660,29332
WP4754,79931,30310
WP5400,4852,32973
WP289,2553,29331
WP3865,7186,32974
WP289,2551,29330
WP4754,8480,30312
WP3865,7706,32971
WP4754,8078,30311
WP4321,113,32972
WP289,2982,29336
WP304,2886,29335
WP4321,51780,32970
WP289,2810,29334
WP516,27063,29333
WP5120,23621,30318
WP5130,4783,30317
WP4321,3845,32979
WP5120,55851,30319
WP5115,403783,17358
WP4941,4157,30314
WP4321,196883,32977
WP5115,183,17359
WP4754,8720,30313
WP4321,5468,32978
WP5130,3662,30316
WP4900,2770,32975
WP4941,4935,30315
WP4900,2781,32976
WP2369,554313,8600
WP2369,8351,8601
WP2369,554313,8611
WP2369,8355,8612
WP2369,554313,8610
WP2369,554313,8604
WP2261,5336,8605
WP4239,100506658,8602
WP2369,554313,8603
WP2369,333932,8608
WP2261,4893,8609
WP2261,4194,8606
WP2369,126961,8607
WP2369,554313,8622
WP2369,554313,8623
WP2369,554313,8620
WP2369,554313,8621
WP2369,8353,8615
WP2369,554313,8616
WP2369,554313,8613
WP2369,554313,8614
WP2369,8350,8619
WP2369,554313,8617
WP2369,8354,8618
WP2369,554313,8630
WP5236,3195,8633
WP3982,63970,8634
WP2369,8357,8631
WP4239,5310,8632
WP2369,8968,8626
WP2369,554313,8627
WP2369,554313,8624
WP2369,554313,8625
WP2369,554313,8628
WP2369,554313,8629
WP4803,51057,8640
WP4803,51473,8641
WP4803,201163,8644
WP4803,157657,8645
WP4803,56623,8642
WP4803,132320,8643
WP4754,83541,30390
WP4754,84070,30392
WP4754,83931,30391
WP5061,2170,30398
WP5130,30009,30397
WP5130,9572,30399
WP4754,8840,30394
WP4754,84939,30393
WP5130,6095,30396
WP4754,9399,30395
WP4803,403,8637
WP4803,55212,8638
WP5236,112399,8635
WP4803,51626,8636
WP4803,585,8639
WP4803,129880,8651
WP4803,54585,8652
WP4803,284086,8650
WP4803,5314,8655
WP4803,9657,8656
WP4803,91147,8653
WP4803,123016,8654
WP437,5921,19908
WP437,5894,19907
WP437,6195,19909
WP4803,168507,8648
WP437,5753,19904
WP4803,755,8649
WP437,5607,19903
WP4803,5147,8646
WP437,5879,19906
WP4239,114793,8647
WP437,5781,19905
WP437,5601,19900
WP437,5605,19902
WP437,5604,19901
WP4803,166379,8662
WP4803,51259,8663
WP3944,2906,6001
WP4803,388939,8660
WP5258,3383,6000
WP4803,79738,8661
WP706,6869,6003
WP4803,26146,8666
WP706,3552,6002
WP4803,255758,8667
WP706,5354,6005
WP4803,10210,8664
WP706,1958,6004
WP4803,1259,8665
WP3932,1281,20904
WP3932,2786,20903
WP3931,1499,20902
WP3932,64223,20901
WP3915,1581,20900
WP437,6774,19919
WP437,6772,19918
WP4803,84314,8659
WP437,6655,19915
WP437,6654,19914
WP4803,84984,8657
WP437,6714,19917
WP4803,582,8658
WP437,6667,19916
WP437,6197,19911
WP437,6196,19910
WP437,6464,19913
WP437,6198,19912
WP4269,4097,6010
WP4239,94234,8673
WP5236,10736,8674
WP4541,1000,6012
WP4803,85478,8671
WP5367,4097,6011
WP4803,92749,8672
WP51,23396,6014
WP5236,9423,8677
WP51,1729,6013
WP2261,2065,8678
WP51,4478,6016
WP5236,2297,8675
WP51,2934,6015
WP2261,5583,8676
WP4239,8828,8670
WP706,11076,6007
WP706,7532,6006
WP4269,23764,6009
WP4803,92482,8668
WP706,361,6008
WP5236,1634,8669
WP706,4904,6021
WP4876,29108,8684
WP51,4659,6020
WP2261,1021,8685
WP51,6093,6023
WP2369,8726,8682
WP4541,5332,6022
WP4239,8726,8683
WP51,6548,6025
WP4803,2737,8688
WP706,6532,6024
WP4803,51684,8689
WP706,7531,6027
WP2369,2146,8686
WP706,7529,6026
WP4239,2146,8687
WP3668,7049,8680
WP4803,2121,8681
WP51,4638,6018
WP51,4632,6017
WP2261,5588,8679
WP4541,4659,6019
WP4541,9978,6032
WP4159,6538,8695
WP51,9475,6031
WP3668,10631,8696
WP5029,54716,6034
WP2261,1031,8693
WP5029,340024,6033
WP4803,6608,8694
WP4541,2324,6036
WP4803,2622,8699
WP5029,9056,6035
WP4541,4804,6038
WP4239,56649,8697
WP706,9734,6037
WP2369,121536,8698
WP4159,2566,8691
WP2854,2043,8692
WP51,87,6030
WP2369,2145,8690
WP706,859,6029
WP706,7534,6028
WP4541,2260,6043
WP706,4791,6042
WP4541,2321,6045
WP706,7018,6044
WP4541,5159,6047
WP4541,4233,6046
WP706,6711,6049
WP706,3280,6048
WP4707,5743,6041
WP4541,2261,6040
WP4541,2263,6039
WP4541,2322,6054
WP4541,7010,6053
WP4541,3791,6056
WP4707,10257,6055
WP4269,1571,6058
WP5258,59272,6057
WP4541,5156,6059
WP4269,4780,6050
WP3944,104909134,6052
WP3944,104909134,6051
WP4541,1969,6065
WP5258,3454,6064
WP4541,4915,6067
WP3853,4915,6066
WP4707,5163,6069
WP706,226,6068
WP706,3032,6061
WP5367,64425,6060
WP4541,3480,6063
WP3853,1950,6062
WP706,1051,6076
WP306,50509,17321
WP437,8440,19984
WP1772,114814649,20973
WP706,4204,6075
WP306,5154,17322
WP437,83737,19983
WP1772,706534,20972
WP706,2902,6078
WP306,5155,17323
WP437,858,19986
WP1772,578,20971
WP706,1139,6077
WP306,5156,17324
WP437,857,19985
WP1772,108645783,20970
WP437,466,19980
WP4541,1436,6079
WP437,6093,19982
WP3613,4780,17320
WP437,5580,19981
WP304,3635,29307
WP23,3635,29306
WP706,6750,6070
WP1772,597,20979
WP98,3248,29305
WP1772,100076556,20978
WP2525,4144,29304
WP4541,2264,6072
WP1772,596,20977
WP4541,3815,6071
WP1772,100049703,20976
WP706,7184,6074
WP1772,581,20975
WP289,5020,29309
WP4707,4846,6073
WP1772,396633,20974
WP23,3662,29308
WP4321,9658,32962
WP4321,26291,32963
WP4754,6351,30301
WP4900,2778,32960
WP4754,6348,30300
WP3865,57506,32961
WP5183,59272,29303
WP5183,183,29302
WP23,998,29301
WP516,9948,29300
WP306,5649,17329
WP4754,7114,30307
WP4754,7078,30306
WP4754,7185,30309
WP4321,2641,32968
WP4754,7128,30308
WP3865,64135,32969
WP306,5159,17325
WP4583,383,19988
WP4754,6900,30303
WP4321,7350,32966
WP306,5228,17326
WP410,9218,19987
WP4754,6696,30302
WP4900,2771,32967
WP306,56034,17327
WP4754,7076,30305
WP4321,10488,32964
WP3613,5611,17328
WP4583,2805,19989
WP4754,7018,30304
WP3865,23586,32965
WP4541,100857227,6087
WP306,5747,17332
WP3998,2733,19995
WP1772,100154044,20984
WP4541,100076348,6086
WP3613,57761,17333
WP4583,2593,19994
WP1772,10017,20983
WP4541,3673,6089
WP306,5906,17334
WP410,7352,19997
WP1772,598,20982
WP4541,397483,6088
WP306,5908,17335
WP4222,50940,19996
WP1772,397536,20981
WP3998,1031,19991
WP1772,107546921,20980
WP3998,1030,19990
WP306,5728,17330
WP3998,1021,19993
WP2431,5743,17331
WP4583,2628,19992
WP289,3485,29318
WP289,10699,29317
WP4541,4914,6081
WP2525,64902,29316
WP4707,5465,6080
WP1772,100622859,20989
WP23,8395,29315
WP4541,3672,6083
WP1772,638,20988
WP4541,100085556,6082
WP1772,637,20987
WP4541,8515,6085
WP1772,594852,20986
WP4541,100511507,6084
WP1772,599,20985
WP289,3489,29319
WP289,5144,29310
WP4900,2773,32951
WP3865,55593,32952
WP4321,84699,32950
WP23,8394,29314
WP98,6915,29313
WP98,5737,29312
WP98,5731,29311
WP4321,2778,32959
WP4321,3991,32957
WP3865,1540,32958
WP422,6237,17336
WP4222,5146,19999
WP4321,51412,32955
WP306,63923,17337
WP437,8867,19998
WP4321,2260,32956
WP306,6696,17338
WP4321,5566,32953
WP306,673,17339
WP4321,11343,32954
WP4541,100626336,6098
WP4756,818,19962
WP3931,659,20951
WP4541,3679,6097
WP306,3371,17300
WP4756,466,19961
WP3915,6721,20950
WP306,3381,17301
WP4756,397394,19964
WP4541,3681,6099
WP306,3480,17302
WP4756,100089453,19963
WP4222,2905,19960
WP4396,2081,32939
WP4541,101749783,6090
WP3872,100081473,20959
WP1772,407025,20958
WP4541,3674,6092
WP1772,407024,20957
WP4541,114815046,6091
WP3932,8517,20956
WP4541,3675,6094
WP3932,3690,20955
WP4541,100080433,6093
WP3932,3630,20954
WP4541,3678,6096
WP3932,2790,20953
WP4541,100155091,6095
WP3932,4893,20952
WP4396,3552,32940
WP4396,406991,32941
WP3915,1555,20949
WP306,3676,17307
WP4396,83737,32948
WP306,3678,17308
WP4756,100856190,19969
WP4396,9377,32949
WP306,3679,17309
WP4396,7412,32946
WP4396,7494,32947
WP306,3611,17303
WP4756,5330,19966
WP4396,6391,32944
WP306,3673,17304
WP4756,423737,19965
WP4396,6392,32945
WP306,3674,17305
WP4756,100157641,19968
WP4970,5580,32942
WP306,3675,17306
WP4756,100086536,19967
WP4396,6389,32943
WP306,3680,17310
WP437,1399,19973
WP3872,208,20962
WP306,3685,17311
WP410,10946,19972
WP3872,100090267,20961
WP306,3791,17312
WP437,2064,19975
WP3872,207,20960
WP422,3845,17313
WP437,2005,19974
WP437,10188,19971
WP4900,5025,32928
WP4756,423014,19970
WP4900,22953,32929
WP1772,9531,20969
WP1772,486916,20968
WP1772,100084356,20967
WP1772,572,20966
WP3872,10000,20965
WP3872,100513811,20964
